backgroundImage,date,description,email,facebook,features,images,instagramLinks,location,name,pagelink,phone,price,time,website
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/13/22/02/5b8e1d84686ea66972ac7c9d.jpeg?as=1&h=506&w=900&hash=055F9026311615289139ED76C46125E546212451,12Oct2018-29Nov2019,"West Terrace Cemetery has been a South Australian landmark since Colonel William Light laid out the city of Adelaide in 1837. The cemetery is home to around 150,000 souls and our West Terrace Cemetery Night Tours explore the stories of those who rest here. Make your way through the darkness amongst the tombstones as your guide shows the way. Long-dead characters appear out of the gloom…heroes and lovers, political greats and cold-blooded killers. Unique sound and light effects enhance a show that is at once surprising, shocking, entertaining and informative. We assure you you’ll never think of West Terrace Cemetery the same way again!West Terrace Cemetery Night Tours represent a unique tour experience. The Night Tours are multiple winners of the esteemed South Australian Tourism Awards and gained Hall of Fame status in 2014.",events@aca.sa.gov.au,https://www.facebook.com/westterracecemetery/,FeaturesEntity FacilityCarparkFamily FriendlyPet Friendly - EnquirePublic Toilet,,https://www.instagram.com/adelaidecemeteriesauthority/,"161WestTerrace,Adelaide,Adelaide,SouthAustralia,5000","'Mavericks, Madness And Murder Most Foul!' - West Terrace Cemetery By Night Tour",https://southaustralia.com/products/adelaide/event/mavericks-madness-and-murder-most-foul--west-terrace-cemetery-by-night-tour,(08) 8139 7400,From$15to$25+BookingFee,9:00PM-10:00PM,https://www.eventbrite.com.au/e/mavericks-madness-and-murder-most-foul-west-terrace-cemetery-by-night-tour-tickets-46595054061
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/20/22/41/5b7e36d12beae826272e4ca5.jpeg?as=1&h=506&w=900&hash=769ED69777B392C24DDC441E2F11356AF352BF44,24Aug2018-27Jun2025,"The Clare Valley Wine, Food and Tourism Centre hosts a locals favourite 'Friday Night Drinks' every week from 5-7pm.  A different winery is featured each week, with glasses of wine starting from only $6 a glass! There are also tastings of local produce available as well, so come on down and enjoy some great wine, food and company!Like us on Facebook to find out what wines we have available this week!",ask@clarevalley.com.au,https://www.facebook.com/theclarevalley/,FeaturesEntity FacilityBarCafeCarparkCoach ParkingConference/Function FacilitiesFamily FriendlyNon SmokingParents RoomPet Friendly - EnquirePublic ToiletShopAccreditationAustralian Tourism Accreditation ProgramInternet Access PointFree Wifi,,https://www.instagram.com/clarevalleytourism/,"8SpringGullyRoad,Clare,ClareValley,SouthAustralia,5453",Friday Night Drinks,https://southaustralia.com/products/clare-valley/event/friday-night-drinks,(08) 8842 2131,,5:00PM-7:00PM,http://www.clarevalley.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/17/22/20/5c3fbdecdadbd6f44a6e8834.jpeg?as=1&h=506&w=900&hash=C9DB517A7D686E1930A0FCD3856ABE10820C536B,25Jan2019-27Jan2019,"The Crush Festival is back in 2019 – head to the hills for an Australia Day weekend filled with non-stop wine, food, music and fun!With more than 30 venues hosting events from long lunches and degustation dinners, to chilled acoustic music sessions, masterclasses and Mexican fiestas… there is something for every taste.Escape the summer heat and venture into the shady vineyards of the Adelaide Hills as we showcase our famous cool climate wines and premium produce.Crush Festival will be held from Friday, January 25 to Sunday, January 27 with events during both the day and evening.General entry to crush non-ticketed events is free. Simply purchase an official souvenir Reidel or Spiegelau wine glass for $10.For the full event guide head to our website.",info@adelaidehillswine.com.au,www.facebook.com/adelaide.hills.wine,"FeaturesEntity FacilityBarCafeCarparkCoach ParkingFamily FriendlyKioskNon SmokingPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/ahwineregion/,"Variouscellardoorsthroughouttheregions,Woodside,AdelaideHills,SouthAustralia,5244",Crush 2019,https://southaustralia.com/products/adelaide-hills/event/crush-2019,1300 305 577,,12:00AM-12:00AM,http://www.crushfestival.com.au/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/20/22/50/5a27422d314500701f1c3457.jpeg?as=1&h=506&w=900&hash=1D06BF13BA157B381C25F93495914E283B8A4424,18May2018-07Jun2019,"Step into the Wanera Wine Bar & Restaurant on Angaston’s main street on a Friday evening and you will be greeted with the sounds of extremely talented local musicians.Every Friday night from 6 - 9pm you will find local established artists or up and coming musicians from Faith Lutheran College.The Wanera boasts soft lighting in the surrounds of historic stone walls & exposed beams, combined with the warm, friendly staff, all create an inviting atmosphere for locals and visitors dropping in for a casual drink, or settling in for the evening over a delicious meal.A la carte, tapas, cocktails, extensive beverage list including boutique beer and wine available.Upcoming artists..September7th:  Adam Moffatt14th: Mellisa Preusker21st: Seed Acoustic (Sophie and Todd Kuchel)28th: Mac HaleOctober5th: Gian12th: Little Black Dress19th: Chelsea and Matt Alexander26th: Megan and Chris IsaacsonNovember2nd: Jamie Blechynden9th: Michaela and Reid16th: Steve Angel23rd: Mellissa Preusker30th: Seed Acoustic (Sophie and Todd Kuchel)",info@wanerawinebar.com.au,,"FeaturesEntity FacilityBarCarparkFamily FriendlyRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,,"65MurrayStreet,Angaston,Barossa,SouthAustralia,5353",Wanera Wine Bar Friday Night Live Music,https://southaustralia.com/products/barossa/event/wanera-wine-bar-friday-night-live-music,(08) 8564 3275,,6:00PM-9:00PM,
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/20/22/40/5ad5b4b1068008ba32a74424.jpeg?as=1&h=506&w=900&hash=D650D1F6876D46DEE45667ED37BAEDF29D1FD7AA,04Jan2019-25Jan2019,"Plan for School Holidays! Come and play with art and have fun together with Family Art times.Spend quality outside-the-square time with your kids or Grandkids! - everyone Loves this unique Play time!Includes refreshments and snacks, art materials and inspiration, just $70 per family (one Adult, 2 Children)Places are limited, so just Click the Book now ticket URL to register and find details on how to pay online, or go to our website roarartescapes.com to register then pay via paypal or credit card.We look forward to having you all with us and watching your creations come alive.Carol & Nico.",roarartescapes@gmail.com,http://facebook.com/roarartescapes/,"FeaturesEntity FacilityCarparkFamily FriendlyPet Friendly - EnquireAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.",,https://instagram.com/roarartescapes,"3YorketownRoad,Edithburgh,YorkePeninsula,SouthAustralia,5583",F-Art Times,https://southaustralia.com/products/yorke-peninsula/event/f-art-times,0400 649 677,"From$70to$95AUD70.00perfamily,oneadultandtwochildren.AUD10.00extraperchild.RefreshmentsandARTmaterialsincluded.",9:30AM-4:00PM,https://www.surveymonkey.com/r/RRZ5QNZ
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/20/22/47/5ba19781311005684d919acd.jpeg?as=1&h=506&w=900&hash=FD1DF6FF09A03CDDD94071EEDD31EE2766352870,12Oct2018-13Sep2019,"As of the 12th October 2018 Smiling Samoyed will be extending trade on Fridays into the evening.  We will be running a weekly quiz night from 7pm through ""Quizmeister"".  There will be a weekly local produce raffle showcasing our suppliers and produce across the Fleurieu Region.",karen@smilingsamoyed.com.au,,FeaturesEntity FacilityBarCarparkCoach ParkingFamily FriendlyPublic ToiletRestaurant,,https://www.facebook.com/MypongaBrewery/,"48MainSouthRoad,Myponga,FleurieuPeninsula,SouthAustralia,5202",Smiling Samoyed Quiz Nights,https://southaustralia.com/products/fleurieu-peninsula/event/smiling-samoyed-quiz-nights,(08) 8558 6166,,7:00PM-11:00PM,http://www.smilingsamoyed.com.au/contact-us/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/20/22/51/5a162b466b49cf6f2d431a40.jpeg?as=1&h=506&w=900&hash=3E17B3DF217A9FE6299DA736D1BCEB7AEF02F7B2,20Jul2018-29Mar2019,"Just $38 per person for a shared starter, endless pizza, something sweet to finish and live music.$40pp for gluten free basesThe perfect way to kick-start your weekendBookings essential",woodstock@woodstockwine.com.au,https://www.facebook.com/WoodstockWine/,FeaturesEntity FacilityCarparkFamily FriendlyRestaurantAccess With Assistance for the DisabledSuitable for guests who depend on the use of a wheelchair in a seated position at all times.Internet Access PointFree Wifi,,https://www.instagram.com/woodstockwine/,"215DouglasGullyRoad,MclarenFlat,FleurieuPeninsula,SouthAustralia,5171",Woodstock Wood Oven Pizza Night,https://southaustralia.com/products/fleurieu-peninsula/event/woodstock-wood-oven-pizza-night,(08) 8383 0156,"From$38to$40SharedPlatter,endlesspizza,setdessert+livemusicGlutenfreeoption$40",6:00PM-10:00PM,http://www.woodstockwine.com.au/events/wood-oven-pizza-nights/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/21/22/11/59a4b7b023b82e36477f77e8.jpeg?as=1&h=506&w=900&hash=B689B907D0A13591429A0FC0A46BD0D37538DE4D,19Jan2019-31Jan2019,"The Kingston Surf Fishing Competition is held annually in Kingston SE. The competition offers 87kms of onshore fishing starting from Kingston and finishing in the Coorong National Park. Total prize pool up to $25,000 in value.",,,Features,,www.facebook.com/kingstonsurffishingcontest,"HansonStreet,KingstonSe,LimestoneCoast,SouthAustralia,5275",Kingston Se Lions Surf Fishing Contest,https://southaustralia.com/products/limestone-coast/event/kingston-se-lions-surf-fishing-contest,0427 672 344,,12:00AM-12:00AM,
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/20/22/44/5b3afc321a283ca6270e9d0d.jpeg?as=1&h=506&w=900&hash=168A17C7969552583E1104C08E09F323A15FB615,06Jul2018-28Jun2019,"Ever thought, ‘what’s the closest bar near me‘ on a Friday night? The Atrium Lounge’s ‘Live at The Atrium’ is a sophisticated meeting place for Adelaide locals and visitors alike.Settle into pure comfort in Adelaide’s luxury hotel bar. Recline back into the deep-seated lounge chairs. Sidle up with your group to the large river-facing windows, watching the Riverbank precinct in motion, while reflecting upon the week that was.Situated near the Adelaide Festival Centre, and nestled between the Railway Station, Adelaide Casino and the Adelaide Convention Centre, making for a perfect bar for after-work drinks.Soak in the timeless bar ambience, enjoying the signature comforts of a hotel bar with unique live music artists Fridays between 5pm and 8pm.July 6 – LiliLili is a singer/songwriter from Adelaide, making music to speak her feelings for those times that the Ben & Jerry’s just doesn’t quite cut it. To whet your aural appetite, listen here.Live at The Atrium:Friday eveningsLive music 5pm to 8pmCelebrate wine and beers from $8 and $8 espresso martinisComplimentary fries at 6pmNot valid in conjunction with other offers.",reservations.adelaide@ihg.com,https://www.facebook.com/TheAtriumLoungeAdelaide/,"FeaturesEntity FacilityBarNon SmokingPublic TelephonePublic ToiletRestaurantAccess With Assistance for the DisabledSuitable for guests with a vision impairment. Attained by providing for guests with partial vision impairment or total loss of useable vision.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.Suitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Suitable for guests with high support needs who uses a hoist and always travel with a carer.AccreditationAustralian Tourism Accreditation ProgramMembershipMeetings and Events AustraliaInternet Access PointFree Wifi",,https://www.instagram.com/theatriumloungeadl/,"InterContinentalAdelaide,NorthTerrace,Adelaide,Adelaide,SouthAustralia,5000",Live At The Atrium,https://southaustralia.com/products/adelaide/event/live-at-the-atrium,(08) 8238 2400,,2:00PM-8:00PM,https://www.icadelaide.com.au/dining/live-at-the-atrium/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/05/22/35/5bdf7d77ec3d3f0c2612d752.jpeg?as=1&h=506&w=900&hash=772C3B346EF42B401E1E828B512FF13F5A0AF8BA,25Jan2019,"Start the Australia Day long weekend well with us- we can't think of a better place to be than on the deck at The Farm Eatery.The evening commences with a chilled glass of Elderton Riesling and canapes on the deck, with a relaxed shared table meal to follow, accompanied by wines from the Ashmead family cellar.",jodhi@eldertonwines.com.au,http://facebook.com/eldertonwines,"FeaturesEntity FacilityCarparkRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://Instagram.com/eldertonwines,"PheasantFarmRoad,Nuriootpa,Barossa,SouthAustralia,5355",Elderton Wines At The Farm Eatery,https://southaustralia.com/products/barossa/event/elderton-wines-at-the-farm-eatery,(08) 8568 7878,From$185to$185Youmustbe18yearsoroldertoattendthisevent.,6:00PM-10:00PM,https://eldertonwines.com.au/product/dinner-thefarm-ticket/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/10/22/22/27/5b90c190c1d5937d1ed4db1b.jpeg?as=1&h=506&w=900&hash=A2F23A8BC7B8203DA9D0DA013F529410BB25AFEF,25Jan2019,"Global music legend Phil Collins is set to make his long-anticipated return to Australia with his Not Dead Yet: Live! tour, presented by TEG Dainty. The 5-date tour comes to Adelaide Oval on Friday 25 January 2019.Phil Collin’s highly-anticipated comeback tour Not Dead Yet: Live! began in the UK and Europe last June, with his 5-night show at Royal Albert Hall in London selling out within 15 seconds. He also sold out all 5 arena shows in Germany and 5 arena shows in France, along with successfully headlining a 65,000-capacity show at Hyde Park. With his South and Central America tour just completed and a North American tour scheduled for October 2018, Not Dead Yet: Live! has received both fan and critical acclaim, with The Guardian raving, “Collins’ voice slips into gear, and a run of great songs sets the hall alight with excitement”, while Irish Independent said “…pop legend Phil Collins proved he could still deliver…”, and The Sheffield Star reported, “…he started with a standing ovation and finished with one that almost brought the house down.”",enquiries@adelaideoval.com.au,https://www.facebook.com/adelaideoval,"FeaturesEntity FacilityBarCafeCarparkFamily FriendlyKioskNon SmokingParents RoomPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointBroadband Internet Access",,https://www.instagram.com/adelaideoval/,"WarMemorialDrive,NorthAdelaide,Adelaide,SouthAustralia,5006",Phil Collins Not Dead Yet: Live! Tour,https://southaustralia.com/products/adelaide/event/phil-collins-not-dead-yet-live-tour,(08) 8211 1100,From$124.90to$308.40,7:00PM-10:00PM,https://premier.ticketek.com.au/shows/show.aspx?sh=PHILCOLL19
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/03/22/05/5c047b1b26ab347f4d9a5b22.jpeg?as=1&h=506&w=900&hash=845E6FF4BBE996F0D849E40E6A8005B94E0B10AB,26Jan2019-27Jan2019,"Recline and unwind while listening to four great acts over two days.Enjoy a cold, thirst quenching wine or beer while playing a game of backyard cricket. A gourmet Australian BBQ will be sizzling under the shade of our big gum tree.Music 🎶Saturday 26Josh Phillips Music 11.00 AM - 3.30 PMAlex Lewinski 3.30 PM - 7.00 PMSunday 27Yatri 11.00 AM - 2.00 PMSofie Bozzetti Entertainment 2.00 PM - 7.00 PM",adelaidehills@olearywalkerwines.com,https://www.facebook.com/OLearyWalkerAdelHills/,"FeaturesEntity FacilityBarCarparkCoach ParkingFamily FriendlyNon SmokingPet Friendly - EnquireShopAccess With Assistance for the DisabledSuitable for guests with sufficient mobility to climb two or three steps, but would benefit from fixtures and fittings to aid balance.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Internet Access PointFree Wifi",,https://www.instagram.com/olearywalker/,"18OakwoodRoad,Oakbank,AdelaideHills,SouthAustralia,5243",Crush Festival | O'Leary Walker Wines In The Adelaide Hills,https://southaustralia.com/products/adelaide-hills/event/crush-festival--oleary-walker-wines-in-the-adelaide-hills,1300 342 569,,11:00AM-7:00PM,http://bit.ly/CrusFestivalOLearyWalkerWines19
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/09/10/23/16/5b94bef9397fcf065b26017c.jpeg?as=1&h=506&w=900&hash=6565A8E98D1FCCF2F3A4E72D34EFBD2142665118,26Jan2019,"Barossa Valley Brewing hosts live music every weekend.We proudly support our local artists from 4pm to 7pm every Saturday  and Sunday .In summer join us in the beer garden to enjoy these talented musicians and in winter join us undercover in the fully enclosed rear deck for a more intimate session.A great way to spend an afternoon with great craft beer , local food and live music.So gather the family, friends and your visitors and head down to enjoy the afternoon and why not stay for dinner .",info@bvbeer.com.au,http://Facebook.com/barossavalleybrewing,"FeaturesEntity FacilityBarCarparkFamily FriendlyNon SmokingPet Friendly - EnquireRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,https://Instagram.com/barossavalleybrewing,"2AMurrayStreet,Tanunda,Barossa,SouthAustralia,5352",Live Music At The Brewery With Liam Halford,https://southaustralia.com/products/barossa/event/live-music-at-the-brewery-with-liam-halford,(08) 8563 0696,,4:00PM-7:00PM,http://www.bvbeer.com.au
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/26/22/09/5bf7d7f09da3571a3c78618e.jpeg?as=1&h=506&w=900&hash=B842CCAFBB7DAD44BE7DD9B7BA15CAB882557AE2,26Jan2019-28Jan2019,"2 shows each day:10:30 -10:50am12:30 – 12:50pmFactory fmx will be wowing crowds with spectacular, high flying live action demonstrations with motocross bikes flying 30 feet high in the air & 75 feet long while performing the newest and craziest tricks in the sport! Featuring developed, choreographed performance, dj commentator, music & pyrotechnics.FREE family entertainment at the Tunarama Festival",admin@tunarama.net,,"FeaturesAccess With Assistance for the DisabledDisabled access available, contact operator for details",,,"PortLincoln,EyrePeninsula,SouthAustralia,5606",Factory Fmx Freestyle Motobike Displays,https://southaustralia.com/products/eyre-peninsula/event/factory-fmx-freestyle-motobike-displays,(08) 8682 1300,,10:30AM-10:50AM,https://www.facebook.com/events/1030340937137240/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/18/22/11/5afa6a33754ab4b154da1c3a.jpeg?as=1&h=506&w=900&hash=0D4011B82089C64BAD9F1F9C3258FF446602E2F9,17Nov2018-10Jun2019,"Come and  enjoy a unique experience cruising the magnificent Murray River aboard this restored c1897 historic Paddle Steamer.  Amazing river scenery and a myriad of birdlife awaits your enjoyment.PS MARION  Short Cruises1 Hr duration$20 adults  $8 Children $15 ConcessionDevonshire teas available on board $6,  Bar facilities available on boardCruises leave 10.30am, 12noon, 1.30pm, & 3pm",mannumvic@psmarion.com,,Features,,,"6RandellSt,Mannum,Murraylands,SouthAustralia,5238",Cruise On The Ps Marion,https://southaustralia.com/products/murraylands/event/cruise-on-the-ps-marion,(08) 8569 1303,,10:30AM-3:00PM,http://www.psmarion.com
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/13/22/24/5c11f063428abad01d035cb3.jpeg?as=1&h=506&w=900&hash=922FC274ABF5949A4BAC6BA991F27A608FCE77CC,26Jan2019-27Jan2019,"SA vs VIC at the Tasar Regatta Challenge A chance to sail against the interstate competitors in South Australia'a Best kept secret, the beautiful Rivoli Bay at Southend. A fun and casual weekend with some serious racing on the water. The usual challenge of guess your lap-time around a screaming reach course call the Rivoli Bay Wedge. 26-27th Jan 2019",rivolibaysc@gmail.com,,"FeaturesEntity FacilityFamily FriendlyAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.facebook.com/Rivoli-Bay-Sailing-Club-168831696463019/,"Southend,LimestoneCoast,SouthAustralia,5280",Rivoli Bay Sailing Club Presents The Tasar Regatta Challenge - Sa Vs Vic,https://southaustralia.com/products/limestone-coast/event/rivoli-bay-sailing-club-presents-the-tasar-regatta-challenge---sa-vs-vic,0428 712 721,,10:00AM-8:30PM,https://www.wattlerange.sa.gov.au/tourism/eventsearch?c=50040
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/11/26/22/05/5bf7d610b29b1d69603c31b8.jpeg?as=1&h=506&w=900&hash=AA48E630EB6057CB56E4DA58D51D0B30E210BF93,26Jan2019,"‘A Taste Of Morocco’Saturday 27th January 2019Eyre Square, Port Lincoln Foreshore, in the Bell TentRelax in an intimate setting and experience a food journey with traditional dishes from Marakesh, Fez and Casablanca.Port Lincoln’s very own home cook ‘Nada Gobin’ brings a thousand and one flavours of Morocco with an inspiring 3 course menu rich in flavour and spice paying homage to the regions seafood, lamb and local produce.",admin@tunarama.net,,FeaturesEntity FacilityBarCarparkPublic Toilet,,https://www.facebook.com/events/1498787210265577/,"PortLincoln,EyrePeninsula,SouthAustralia,5606",A Taste Of Morrocco ~ Tunarama 2019 Intimate Dinners,https://southaustralia.com/products/eyre-peninsula/event/a-taste-of-morrocco--tunarama-2019-intimate-dinners,(08) 8682 1300,From$80to$80,6:00PM-8:00PM,https://satickets.com.au/event/tunarama-2019-intimate-dinner-a-taste-of-morrocco-8281?fbclid=IwAR3Sv-YbnXvkOq2lgPG0busyRdxMvD3SnWdeBhPtrMXN9g_dO70XUVWYQsM
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/06/23/33/5b9600ed8865c0fc7660ed6c.jpeg?as=1&h=506&w=900&hash=301637443A6ED251066554F790AA7274D1664DA8,15Sep2018-27Jul2019,"The South Australian Jockey Club is proud to be South Australia’s largest and premier racing club, hosting 58 days of racing throughout the year at Morphettville Racecourse.With a history spanning back to 1838, the South Australian Jockey Club has played host to significant moments of the state – and Australia’s – racing history, with the first meeting held at Morphettville Racecourse in 1875.Today, Morphettville Racecourse has 2 race tracks, exceptional training facilities, and is a multipurpose venue that hosts events of all occasions, 7 days a week, throughout the year.Dine trackside on your next day at Morphettville, with a variety of hospitality packages offered on every race day. From casual gatherings, to sit down luncheons and larger functions, enjoy the beautiful food and beverage offering from the Morphettville on your next race day.",enquiries@sajc.com.au,https://www.facebook.com/morphettvilleracecourse/,"FeaturesEntity FacilityCarparkCoach ParkingConference/Function FacilitiesFamily FriendlyParents RoomPublic ToiletRestaurantAccess With Assistance for the DisabledDisabled access available, contact operator for detailsInternet Access PointFree Wifi",,https://www.instagram.com/morphettville_racecourse/,"MorphettRoad,79,Morphettville,Adelaide,SouthAustralia,5043",Race Day At Morphettville Racecourse,https://southaustralia.com/products/adelaide/event/race-day-at-morphettville-racecourse,(08) 8295 0199,From$10.00to$179ChildrenFreeFreeParking,11:00AM-6:00PM,http://www.morphettville.com.au/racing/standard_raceday_packages
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2018/12/16/22/09/5c12eaba33ec5f9c560481e7.jpeg?as=1&h=506&w=900&hash=614BA13DEF4DBD9B588B0F7468383B7A2F569569,26Jan2019,"Come and join usThe PS Marion will be cruising for 1hr along the Murray RiverDevonshire Teas available on boardAdult $20, Concession $15, Child $8, Family $48, children under 5 free",mannumVIC@psmarion.com,,"FeaturesEntity FacilityBarCoach ParkingFamily FriendlyNon SmokingAccess With Assistance for the DisabledDisabled access available, contact operator for detailsAccreditationAustralian Tourism Accreditation ProgramMembershipMuseums Australia",,https://www.facebook.com/ps.marion.7/,"RiverLane,PortMannum,Murraylands,SouthAustralia,5238",Australia Day Ps Marion Short Cruises,https://southaustralia.com/products/murraylands/event/australia-day-ps-marion-short-cruises,(08) 8569 1303,From$8to$48,11:00AM-4:00PM,https://www.au.v3travel.com/CABS4/Pages/Search.aspx?exl_dn=mannum_VIC&exl_lid=c09bfddb-1c59-4741-81bc-9d0b791ef9f2&exl_grp=act
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/06/23/09/5c2bf6ed914e001027b19f75.jpeg?as=1&h=506&w=900&hash=AA0FC36DA019036D32E6CCD3159139470492AFB3,26Jan2019-27Jan2019,Sit back and relax through the most comfortable tasting you will ever experience. Taking you on a journey through many back vintage and new release Chardonnay. Chat with the owner and learn about the wines. $55pp.,info@andersonhill.com.au,https://www.facebook.com/Anderson-Hill-166196503568258/,FeaturesEntity FacilityBarCarparkNon SmokingRestaurantShopInternet Access PointBroadband Internet Access,,https://www.instagram.com/andersonhillwines/,"407CroftRoad,Lenswood,AdelaideHills,SouthAustralia,5240",Armchair Chardonnay Vertical Tasting,https://southaustralia.com/products/adelaide-hills/event/armchair-chardonnay-vertical-tasting,0407 070 295,From$60to$60,11:00AM-12:00PM,http://www.andersonhill.com.au/contact-us
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/06/23/05/5c2bf3c19c646134205b67b4.jpeg?as=1&h=506&w=900&hash=4B155A27CC16D227EE6A5AC6077538F17F3E4E20,26Jan2019-27Jan2019,"Relax and take in the outstanding views from the cellar door with picnic rugs, hay bales and sun hats. Wood fired pizzas, burgers and cheese plates available. Live music, laughter, great wine, ​and house brewed beer.",info@andersonhill.com.au,https://www.facebook.com/Anderson-Hill-166196503568258/,"FeaturesEntity FacilityBarCarparkCoach ParkingFamily FriendlyNon SmokingParents RoomPet Friendly - EnquirePublic ToiletRestaurantShopAccess With Assistance for the DisabledSuitable for guests with a vision impairment. Attained by providing for guests with partial vision impairment or total loss of useable vision.Suitable for guests with a hearing impairment, from mild hearing loss to profoundly deaf.Suitable for guests who depend on the use of a wheelchair in a seated position at all times.Internet Access PointBroadband Internet Access",,https://www.instagram.com/andersonhillwines/,"407CroftRoad,Lenswood,AdelaideHills,SouthAustralia,5240",A Hills Affair,https://southaustralia.com/products/adelaide-hills/event/a-hills-affair,0407 070 295,,10:00AM-8:00PM,http://andersonhill.com.au/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/01/09/56/5b3acd44c2bee4ab2542965a.jpeg?as=1&h=506&w=900&hash=4B8376AB62836BEBEC525A112EA301FE38BA2E15,28Jul2018-26Jan2019,"Held bi monthly, and with only 12 exclusive spots available, our Chef's Table dinner allows Head Chef Fabian & Pastry Chef Jason the opportunity to showcase the amazing produce South Australia has to offer. As well as hearing from our chef's about their creations, each date will feature a brand new menu and guest producer to share their story and tell you just what makes their produce special. Truly a paddock to plate story.Series 3 dates released shortly for 2019Tickets are $125pp, to include wines expertly matched to each course by Mark Maxwell an additional $60.",experience@maxwellwines.com.au,www.facebook.com/maxwellwines,FeaturesEntity FacilityCarparkCoach ParkingInternet Access PointFree Wifi,,www.instagram.com/maxwellwines,"19OliversRoad,McLarenVale,FleurieuPeninsula,SouthAustralia,5171",Chef'S Table Dinner Series,https://southaustralia.com/products/fleurieu-peninsula/event/chefs-table-dinner-series,(08) 8323 8200,From$185to$185Ticketpriceincludesan8coursetastingmenuwithmatchingwinestoeachcourse.Prepaymentisrequiredattimeofbooking,6:30PM-10:30PM,http://www.maxwellwines.com.au/restaurant/
https://southaustralia.com/-/media/Feature/Products/ATDW-Images/2019/01/06/23/27/5b6110bb2f773e35549dea38.jpeg?as=1&h=506&w=900&hash=211AA220946821DB8E7AD29484ABE9D0D6038F26,01Oct2018-22Apr2019,"Planning a day in the Barossa?We’re firing up our wood oven, think freshly baked traditional sourdough base wood oven pizza!Come hang out with us, chill on the banks of picturesque Jacob’s creek in our ancient stone settlement of barns, stables and cellars all surrounded by stunning gardens. Try some of our premium organic wines, we specialise in classic big Barossa reds.Our winemaker and chef Wyndham invents mouthwatering pairings of pizza and wine and we always have our classic Nutella and Mascarpone calzone’s, a decidedly decadent finish.Spend the afternoon relaxing in gorgeous surrounds, with great food and fantastic wine. What more could you possibly want from a day in the Barossa?",info@moorooroopark.com.au,https://www.facebook.com/mooroorooparkvineyards/,"FeaturesEntity FacilityBarCarparkFamily FriendlyNon SmokingPublic ToiletAccess With Assistance for the DisabledDisabled access available, contact operator for details",,https://www.instagram.com/mooroorooparkvineyards/,"200NitschkeRoad,Krondorf,Barossa,SouthAustralia,5352","Moorooroo Park Vineyards, Summer Wood Oven Firing",https://southaustralia.com/products/barossa/event/moorooroo-park-vineyards-summer-wood-oven-firing,(08) 8563 1148,,12:00PM-5:00PM,http://moorooroopark.com.au/
